feature,feature_type,iqr_outlier_count,iqr_outlier_pct,zscore_outlier_count,zscore_outlier_pct
agg_feat_10,Aggregated,36981,18.14849167439601,0,0.0
agg_feat_11,Aggregated,36871,18.094508978303864,0,0.0
agg_feat_12,Aggregated,19717,9.676152898625404,2383,1.1694614980688918
agg_feat_13,Aggregated,24014,11.784913308697593,3418,1.677389593117697
agg_feat_14,Aggregated,38146,18.720217501190074,2387,1.1714245051995151
agg_feat_15,Aggregated,21742,10.669925258503502,2673,1.3117795150390883
agg_feat_16,Aggregated,37444,18.37570974976567,15826,7.76663771231149
agg_feat_17,Aggregated,37207,18.25940157727623,17189,8.435532392071414
agg_feat_18,Aggregated,0,0.0,0,0.0
agg_feat_19,Aggregated,0,0.0,0,0.0
agg_feat_20,Aggregated,28666,14.067890601612609,7425,3.64383198621969
agg_feat_21,Aggregated,0,0.0,0,0.0
agg_feat_22,Aggregated,27023,13.261585422709048,13590,6.669316726293008
agg_feat_23,Aggregated,27080,13.28955827432043,13593,6.670788981640976
agg_feat_24,Aggregated,30051,14.747581820590963,1609,0.7896196182932633
agg_feat_25,Aggregated,26389,12.95044879250524,2610,1.2808621527317698
agg_feat_26,Aggregated,33271,16.327802560742803,1659,0.8141572074260559
agg_feat_27,Aggregated,27261,13.37838434698114,1889,0.9270301174369016
agg_feat_28,Aggregated,31679,15.546525722754687,13467,6.6089542570263395
agg_feat_29,Aggregated,31733,15.573026319018105,13642,6.694835818991113
agg_feat_30,Aggregated,46174,22.65997281235124,1241,0.6090229622759105
agg_feat_31,Aggregated,46014,22.581452527126306,3321,1.6297866702000796
agg_feat_32,Aggregated,26130,12.823344080797375,1833,0.8995480176081739
agg_feat_33,Aggregated,43020,21.11214168985469,2125,1.0428475381436824
agg_feat_34,Aggregated,24993,12.265359303917672,12575,6.17120366689732
agg_feat_35,Aggregated,24943,12.240821714784879,12483,6.126054502892981
agg_feat_36,Aggregated,35798,17.56793231551414,1567,0.7690080434217177
agg_feat_37,Aggregated,30947,15.187295417850605,1554,0.7626282702471916
agg_feat_38,Aggregated,31238,15.330104186603458,1634,0.8018884128596597
agg_feat_39,Aggregated,29394,14.42515789938607,1844,0.9049462872173883
agg_feat_40,Aggregated,0,0.0,0,0.0
agg_feat_41,Aggregated,0,0.0,0,0.0
agg_feat_42,Aggregated,187,0.09177058335664405,204,0.10011336366179349
agg_feat_43,Aggregated,521,0.25568167876369813,724,0.35530429064283575
agg_feat_44,Aggregated,36683,18.002247643164566,6229,3.056892854163293
agg_feat_45,Aggregated,187,0.09177058335664405,200,0.0981503565311701
agg_feat_46,Aggregated,0,0.0,0,0.0
agg_feat_47,Aggregated,0,0.0,0,0.0
agg_feat_48,Aggregated,21840,10.718018933203775,2368,1.1621002213290539
agg_feat_49,Aggregated,30927,15.177480382197489,2399,1.1773135265913854
agg_feat_50,Aggregated,31805,15.608360447369323,4561,2.2383188806933343
agg_feat_51,Aggregated,30123,14.782915948942184,3079,1.5110247387973637
agg_feat_52,Aggregated,0,0.0,0,0.0
agg_feat_53,Aggregated,0,0.0,0,0.0
agg_feat_54,Aggregated,0,0.0,0,0.0
agg_feat_55,Aggregated,204,0.10011336366179349,0,0.0
agg_feat_56,Aggregated,0,0.0,41,0.02012082308888987
agg_feat_57,Aggregated,0,0.0,0,0.0
agg_feat_58,Aggregated,0,0.0,0,0.0
agg_feat_59,Aggregated,0,0.0,0,0.0
agg_feat_60,Aggregated,37544,18.42478492803125,3167,1.5542108956710785
agg_feat_61,Aggregated,25335,12.433196413585973,7271,3.568256211690689
agg_feat_62,Aggregated,20587,10.103106949535995,6583,3.2306189852234635
agg_feat_63,Aggregated,20824,10.219415122025431,6061,2.97444655467711
agg_feat_64,Aggregated,0,0.0,0,0.0
agg_feat_65,Aggregated,0,0.0,0,0.0
agg_feat_66,Aggregated,2140,1.05020881488352,340,0.16685560610298916
agg_feat_67,Aggregated,50215,24.643100766063533,784,0.3847493976021868
agg_feat_68,Aggregated,25913,12.716850943961052,812,0.3984904475165506
agg_feat_69,Aggregated,25480,12.50435542207107,869,0.42646329912793407
agg_feat_70,Aggregated,81817,40.15183860155372,0,0.0
agg_feat_71,Aggregated,82165,40.32262022191795,0,0.0
